GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Number_Of_Credits,Number_Of_Parking_Tickets
2.74,86,10269.39,Humanities,1962,121,0
2.43,12,10259.66,Humanities,1980,128,0
2.74,6,10280.81,Humanities,1974,120,1
2.3,33,10226.86,Humanities,1987,122,1
2.55,2,10258.48,Humanities,1977,121,2
3.19,69,10318.72,Humanities,2011,121,1
2.36,19,10241.58,Humanities,2009,124,0
2.84,28,10284.2,Humanities,2005,121,0
2.76,51,10263.56,Humanities,1975,122,2
2.38,26,10231.78,Humanities,2004,121,1
2.43,5,10232.38,Humanities,1981,122,0
2.29,16,10244.74,Humanities,1962,121,1
2.3,0,10221.72,Humanities,1999,123,1
1.1,34,10118.25,Humanities,2011,121,1
2.46,35,10256.79,Humanities,1979,121,2
3.53,6,10363.01,Humanities,1980,122,1
2.86,11,10278.94,Humanities,1965,123,0
2.03,7,10186.6,Humanities,1991,121,1
2.44,18,10247.23,Humanities,1969,121,0
1.92,41,10202.34,Humanities,1976,121,0
2.85,16,10292.79,Humanities,1972,120,0
3.17,42,10327.67,Humanities,1978,127,2
2.1,20,10236.73,Humanities,1972,123,1
2.61,12,10263.7,Humanities,1980,121,0
2.17,2,10208.68,Humanities,1977,120,1
2.34,49,10234.74,Humanities,1973,121,3
2.94,56,10279.22,Humanities,1965,123,1
1.84,31,10180.89,Humanities,1971,120,3
2.77,24,10276.89,Humanities,1995,120,2
2.66,7,10279.96,Humanities,1984,122,1
2.8,26,10301.65,Humanities,1962,125,1
2.9,55,10289.01,Humanities,1981,121,1
2.86,48,10280.15,Humanities,1972,121,1
1.96,26,10199.33,Humanities,2011,121,1
2.14,1,10183.86,Humanities,2010,123,1
2.74,7,10283.02,Humanities,1969,120,1
2.48,1,10237.99,Humanities,2005,123,2
1.89,3,10192.86,Humanities,2000,121,0
2.48,17,10248.69,Humanities,2005,123,2
2.89,114,10278.47,Humanities,2000,121,1
2.67,11,10262.44,Humanities,2005,125,1
1.89,3,10169.09,Humanities,1974,123,0
2.35,17,10234.89,Humanities,1982,120,1
2.78,7,10268.59,Humanities,1985,123,0
1.86,54,10181.27,Humanities,1962,121,1
2.53,1,10249.14,Humanities,2007,120,2
2.32,15,10222.5,Humanities,1972,125,1
2.61,26,10248.78,Humanities,1983,122,3
2.59,31,10248.98,Humanities,1966,120,0
1.36,27,10106.44,Humanities,1995,122,0
2.68,1,10277.82,Humanities,1965,121,1
2.36,3,10250.63,Humanities,1985,121,0
2.34,39,10219.91,Humanities,1991,120,0
2.23,31,10211.2,Humanities,1987,123,0
2.65,6,10255.7,Humanities,1982,122,2
1.92,3,10197.39,Humanities,1992,121,4
2.46,8,10243,Humanities,1970,126,3
2.52,0,10247.66,Humanities,1980,120,3
1.9,24,10216.04,Humanities,1975,122,0
1.54,6,10137.77,Humanities,1990,121,3
3.52,14,10342.78,Humanities,1985,127,2
2.47,15,10259.4,Humanities,1972,121,0
2.72,21,10270.88,Humanities,2013,125,2
2.15,13,10210.36,Humanities,1966,121,1
2.31,28,10224.46,Humanities,1992,123,1
3.29,3,10332.77,Humanities,1980,120,0
1.83,25,10170.87,Humanities,2012,121,0
2.09,14,10215.86,Humanities,2015,121,1
2.4,74,10240.09,Humanities,2013,120,0
2.17,14,10215.09,Humanities,1968,120,0
2.84,43,10278.37,Humanities,1963,120,0
2.75,6,10285.99,Humanities,1969,123,1
2.14,24,10208.28,Humanities,1983,124,1
2.65,13,10262.61,Humanities,2000,120,1
2.12,22,10221.48,Humanities,2009,122,2
2.83,2,10295.8,Humanities,1964,124,1
2.25,11,10217.55,Humanities,1989,121,1
2.68,53,10269.35,Humanities,2011,120,1
2.05,3,10196.62,Humanities,2004,123,0
2.87,24,10264.49,Humanities,2015,123,0
3.18,16,10301.93,Humanities,1966,122,0
2.08,1,10200.73,Humanities,1990,121,3
2.2,18,10228.96,Humanities,1988,122,1
3.15,11,10302.72,Humanities,2001,121,3
1.94,23,10188.51,Humanities,2005,122,0
2.69,3,10273.1,Humanities,2004,121,1
2.74,4,10264.01,Humanities,1991,121,0
2.43,3,10253.01,Humanities,1964,122,0
1.7,9,10169.02,Humanities,2015,122,1
2.71,12,10269.72,Humanities,1992,121,0
2.65,7,10280.24,Humanities,1996,120,0
2.45,11,10244.31,Humanities,1997,123,2
2.5,17,10250.67,Humanities,1994,127,1
2.22,1,10222.48,Humanities,1967,120,2
1.78,23,10184.09,Humanities,1966,123,1
2.22,10,10231.51,Humanities,1994,121,1
3.15,11,10329.48,Humanities,1972,121,1
1.62,8,10152.32,Humanities,1995,127,0
2.6,5,10263.19,Humanities,1974,122,0
1.79,33,10166.79,Humanities,1986,121,2
3.04,45,10295.03,Humanities,1978,121,1
2.35,29,10242.66,Humanities,1969,124,0
2.93,31,10305.05,Humanities,1985,120,1
2.29,16,10233.4,Humanities,2007,121,0
2.49,23,10231.01,Humanities,1993,123,1
2.14,6,10205.41,Humanities,1982,121,0
2.41,6,10251.84,Humanities,1967,126,1
2.34,50,10229.07,Humanities,1987,124,3
2.56,10,10276.12,Humanities,1966,122,1
2.67,38,10271.23,Humanities,1971,125,1
2.07,30,10196.39,Humanities,1962,122,2
3.11,4,10302.42,Humanities,1974,121,0
3.05,1,10305.76,Humanities,1992,123,4
2.18,16,10216.96,Humanities,2000,123,0
2.64,60,10254.96,Humanities,1998,121,0
2.88,15,10274.37,Humanities,1986,122,2
2.8,1,10281.4,Humanities,2002,120,0
2.43,13,10244.75,Humanities,1990,123,0
2.38,58,10230.74,Humanities,1998,122,0
2.53,6,10259.82,Humanities,2004,123,0
2.63,17,10274.73,Humanities,1988,125,4
2.17,41,10206.33,Humanities,2011,121,1
2.26,20,10223.21,Humanities,1992,121,1
2.66,13,10279.8,Humanities,1971,120,0
2.57,24,10265.41,Humanities,1993,123,2
2.24,30,10217.79,Humanities,1992,122,1
2.73,43,10285.64,Humanities,1965,123,0
2.89,37,10284.05,Humanities,1966,121,1
2.94,6,10299.64,Humanities,2006,125,0
2.86,31,10285.64,Humanities,1983,122,2
2.1,28,10229.4,Humanities,1995,120,1
2.65,4,10241.31,Humanities,1969,121,1
2.59,14,10258.53,Humanities,1987,120,0
2.2,25,10211.4,Humanities,1969,121,0
2.05,11,10195.84,Humanities,1975,120,0
1.8,38,10198.17,Humanities,1969,121,0
2.15,32,10200.16,Humanities,2006,122,1
3.51,54,10361.24,Humanities,1963,121,0
2.45,22,10246.07,Humanities,1971,125,0
2.2,8,10201.87,Humanities,1995,123,1
2.39,1,10236.32,Humanities,1982,123,0
3.19,7,10308.89,Humanities,1966,125,1
1.54,4,10147.64,Humanities,1970,124,0
3.6,22,10363.63,Humanities,1965,122,0
2.6,5,10269.85,Humanities,2006,120,0
2.78,51,10267.39,Humanities,1967,121,0
1.88,4,10192.61,Humanities,1974,123,0
2.56,5,10258.48,Humanities,1993,123,1
2.04,1,10201.45,Humanities,1972,120,0
2.63,11,10264.21,Humanities,2006,121,0
3.46,24,10361.09,Humanities,1983,122,0
2.85,25,10277.25,Humanities,1977,121,1
2.63,30,10271.22,Humanities,1968,121,0
2.63,11,10265.02,Humanities,1975,121,0
3.29,22,10336.75,Humanities,1998,120,0
2.75,3,10268.43,Humanities,2006,123,0
2.23,45,10215.16,Humanities,1986,121,1
3.12,2,10317.03,Humanities,1986,121,1
2.87,13,10282.46,Humanities,2014,124,0
2.92,36,10274.9,Humanities,2001,121,2
3.19,18,10323.74,Humanities,1963,124,1
3.19,1,10337.44,Humanities,1968,120,2
2.8,38,10288.69,Humanities,1976,127,0
2.81,3,10287.87,Humanities,1999,120,2
2.53,2,10235.14,Humanities,1997,121,0
3.01,4,10296.81,Humanities,2015,122,1
3.2,22,10309.15,Humanities,1970,120,2
3.79,1,10379.31,Humanities,1971,121,2
2.55,16,10269.19,Humanities,2014,122,4
2.7,12,10260.46,Humanities,1994,120,0
2.32,22,10238.57,Humanities,1977,121,3
2.39,136,10222.3,Humanities,2012,122,1
2.34,10,10219.82,Humanities,1973,121,1
2.22,10,10220.47,Humanities,1979,122,2
2.6,5,10271.94,Humanities,2005,121,0
2.66,11,10265.37,Humanities,2007,123,0
2.55,36,10246.22,Humanities,2003,128,2
1.71,15,10183.51,Humanities,2015,122,0
2.3,47,10239.24,Humanities,1988,121,2
2.19,70,10211.29,Humanities,1989,121,2
2.35,2,10239.56,Humanities,1986,123,0
2.01,0,10205.95,Humanities,1968,125,1
3.12,40,10300.35,Humanities,1983,121,1
3.03,6,10300.72,Humanities,1962,120,0
3.16,7,10315.84,Humanities,1987,121,1
2.86,13,10284.15,Humanities,2005,120,1
2.12,4,10209.68,Humanities,1992,121,0
3.31,2,10339.36,Humanities,2007,122,2
2.4,99,10246.73,Humanities,2007,124,2
2.23,9,10225.36,Humanities,1970,121,0
2.5,6,10246.56,Humanities,1973,121,2
1.97,2,10198.97,Humanities,1983,122,1
2.44,26,10246.56,Humanities,1963,124,2
2.34,16,10223.21,Humanities,1986,120,1
2.79,34,10256.19,Humanities,2015,123,1
2.54,8,10243.4,Humanities,1990,121,2
2.84,3,10308.53,Humanities,2015,123,2
2.26,17,10232.21,Humanities,2003,123,0
2.36,22,10250.97,Humanities,1986,127,0
3.08,18,10302.71,Humanities,1972,121,6
3.55,13,10363.17,Humanities,1971,123,0
1.96,39,10162.62,Humanities,1992,122,1
2.81,15,10273.42,Humanities,1987,121,1
2.09,44,10220.23,Humanities,1998,120,0
2.71,56,10273.56,Humanities,1981,121,2
2.97,9,10279.75,Humanities,1983,122,1
1.25,2,10130.51,Humanities,1980,124,1
2.61,39,10254.28,Humanities,1963,120,1
2.71,5,10271.92,Humanities,1964,120,6
2.93,3,10302.5,Humanities,1968,120,1
2.32,10,10232.44,Humanities,1983,126,1
2.59,15,10273.26,Humanities,1962,121,1
2.2,17,10195.07,Humanities,1994,121,1
2.81,59,10263.53,Humanities,1967,121,0
2.69,22,10275.79,Humanities,1997,123,2
2.17,0,10209.89,Humanities,1973,120,0
2.65,23,10272.23,Humanities,1967,122,0
2.86,9,10306.72,Humanities,1970,121,2
2.39,8,10248.31,Humanities,2011,121,1
3.49,12,10353.57,Humanities,1965,120,1
2.4,18,10232.92,Humanities,2000,121,0
2.29,20,10247.75,Humanities,2007,122,1
2.61,4,10262.5,Humanities,1963,122,2
2.63,17,10273.94,Humanities,2007,131,2
2.1,13,10213.07,Humanities,1982,122,1
2.59,16,10266.8,Humanities,1970,126,2
2.1,10,10208,Humanities,1989,121,0
2.5,10,10257.38,Humanities,2002,122,0
2.02,17,10212.24,Humanities,2014,121,0
2.79,13,10275.12,Humanities,2007,121,0
2.22,16,10236.39,Humanities,1994,122,4
2.33,27,10241.86,Humanities,1995,121,1
2.5,20,10257,Humanities,1982,125,0
2.23,11,10225.43,Humanities,2013,127,0
2.53,84,10254.51,Humanities,1977,123,0
2.89,30,10291.31,Humanities,1968,122,2
3.08,2,10315.92,Humanities,1967,124,2
2.24,17,10221.59,Humanities,2011,122,2
2.26,22,10225.31,Humanities,1975,121,0
2.91,10,10288.55,Humanities,2011,120,0
2.78,31,10280.9,Humanities,1981,121,2
2.72,19,10274.84,Humanities,1977,121,1
2.48,27,10265.67,Humanities,1971,124,1
2.34,9,10247.9,Humanities,2004,120,2
2.03,13,10211.7,Humanities,2001,121,0
2.48,3,10238.97,Humanities,1963,121,2
3.51,31,10352.81,Humanities,1973,122,1
2.95,34,10293.41,Humanities,2015,123,2
2.1,45,10208.66,Humanities,1994,121,1
2.83,11,10273.8,Humanities,2014,120,0
2.48,1,10235.02,Humanities,1979,121,2
2.69,15,10262.73,Humanities,1988,122,2
2.31,9,10240.69,Humanities,1965,121,1
2.78,29,10275.05,Humanities,1971,121,1
2.8,32,10280.19,Humanities,1981,120,4
2.97,10,10300.19,Humanities,1992,124,1
1.77,83,10187.2,Humanities,1973,122,1
2.11,7,10211.59,Humanities,2002,124,1
2.51,30,10244.05,Humanities,1977,123,0
2.6,12,10258.07,Humanities,1971,121,2
2.22,16,10228.52,Humanities,1961,121,1
2.51,12,10267.75,Humanities,1997,123,4
3.27,3,10347.46,Humanities,2001,122,1
2.38,8,10227.56,Humanities,1977,127,1
2.02,28,10209.81,Humanities,2012,131,0
2.66,29,10253.51,Humanities,2010,124,0
2.22,28,10225.55,Humanities,2012,120,1
2.08,8,10201.8,Humanities,2000,122,0
2.64,20,10268.72,Humanities,1976,123,1
2.44,3,10242.98,Humanities,1980,120,1
2.42,1,10234.5,Humanities,1976,120,0
2.49,10,10249.91,Humanities,1990,125,0
2.59,3,10252.59,Humanities,1988,122,5
2.34,16,10217.01,Humanities,2007,124,2
2.51,29,10258.39,Humanities,1965,120,2
2.17,35,10218.28,Humanities,2000,122,1
2.2,64,10230.09,Humanities,2008,123,0
3.12,10,10300.28,Humanities,1984,122,1
2.32,82,10231.93,Humanities,1972,120,1
2.43,59,10269.42,Humanities,1969,120,2
2.87,3,10279.17,Humanities,1981,122,1
2.5,4,10228.46,Humanities,1969,125,0
3.16,2,10319.96,Humanities,1983,123,0
2.96,74,10292.5,Humanities,1998,121,0
2.84,31,10283.69,Humanities,2012,120,0
2.58,4,10247.23,Humanities,1966,121,1
2.55,12,10259.02,Humanities,1971,120,1
2.18,1,10223.35,Humanities,1994,120,3
2.51,44,10232.63,Humanities,1968,126,1
2.6,13,10259.93,Humanities,2015,120,0
2.75,52,10287.43,Humanities,1962,121,0
2.73,14,10293.68,Humanities,1995,121,1
1.74,18,10183.08,Humanities,2004,124,1
2.01,35,10191.09,Humanities,1961,120,0
2.78,2,10270.72,Humanities,1974,124,0
2.44,40,10225.54,Humanities,1994,120,2
2.4,2,10236.28,Humanities,2005,121,1
2.66,25,10247.19,Humanities,2001,121,1
2.48,61,10246.46,Humanities,2007,121,1
2.59,8,10260.73,Humanities,1967,122,3
2.36,4,10225.44,Humanities,2011,124,1
2.55,19,10237.91,Humanities,1999,121,1
2.58,4,10254.41,Humanities,1972,120,1
2.89,2,10305.52,Humanities,1987,125,0
1.78,45,10159.65,Humanities,1995,121,2
1.59,9,10165.31,Humanities,1989,122,0
2.59,44,10257.58,Humanities,2005,121,0
3.01,15,10302.51,Humanities,1998,124,2
2.89,15,10282.82,Humanities,1968,122,2
2.64,2,10278.6,Humanities,1961,129,2
1.97,7,10196.57,Humanities,2003,122,1
2.54,20,10253.84,Humanities,1962,123,1
2.98,16,10295.57,Humanities,1998,121,1
2.29,12,10248,Humanities,1978,120,0
2.13,13,10217.22,Humanities,2011,123,1
3.32,18,10345.37,Humanities,1999,122,1
3.41,2,10358.11,Humanities,2004,122,2
2.34,35,10215.47,Humanities,1976,123,1
3.14,14,10326.67,Humanities,1983,121,0
2.28,59,10240.93,Humanities,1974,120,2
2.43,6,10244.75,Humanities,1980,121,1
3.19,1,10330.87,Humanities,1994,121,0
2.81,35,10260.45,Humanities,1981,120,1
2.73,19,10260.54,Humanities,1967,124,1
2.02,0,10213.58,Humanities,2001,122,3
3.23,6,10327.51,Humanities,2015,120,3
2.11,5,10218.52,Humanities,1978,123,1
2.24,13,10227.87,Humanities,1992,121,0
3.21,15,10313.28,Humanities,1967,120,4
2.53,20,10259.42,Humanities,1985,121,0
2.09,38,10225.3,Humanities,1984,126,1
2.59,4,10259.97,Humanities,1983,122,6
3.07,18,10302.25,Humanities,2010,122,1
2.87,4,10285.29,Humanities,1970,120,0
2.43,12,10247.21,Humanities,1982,120,1
2.33,21,10238,Humanities,1990,128,0
2.38,10,10229.51,Humanities,1990,123,0
2.89,44,10307.54,Humanities,2005,125,0
3.07,24,10298.27,Humanities,2009,121,1
2.27,1,10231.68,Humanities,1989,123,0
1.84,4,10181.41,Humanities,2005,125,2
2.35,10,10221.72,Humanities,2000,125,2
3.1,2,10310.69,Humanities,1991,121,2
2.39,14,10254.67,Humanities,2012,123,1
2.45,2,10226.34,Humanities,2001,122,0
2.88,4,10302.97,Humanities,1981,121,1
3.11,24,10320.34,Humanities,2000,127,0
2.7,29,10275.55,Humanities,1992,120,0
1.98,10,10195.4,Humanities,2002,121,1
1.93,0,10187.41,Humanities,1997,120,1
2.31,23,10228.44,Humanities,1965,120,1
2.52,9,10270.24,Humanities,1965,121,0
2.66,12,10267.27,Humanities,1993,122,1
1.99,21,10204.38,Humanities,2011,120,0
2.06,23,10200.39,Humanities,2007,124,3
2.84,4,10274.32,Humanities,1980,121,1
2.63,59,10241.53,Humanities,2007,122,1
2.58,13,10265.7,Humanities,1966,121,0
2.47,14,10242.77,Humanities,1973,124,1
2.5,10,10254.03,Humanities,2006,121,0
1.69,28,10175.38,Humanities,2009,122,3
3.47,43,10363.31,Humanities,1961,122,3
2.52,20,10254.74,Humanities,2004,122,3
2.68,31,10258.06,Humanities,1988,129,1
2.25,2,10224.72,Humanities,1988,121,1
2.31,15,10225.86,Humanities,1996,122,2
2.92,24,10300.04,Humanities,1977,124,1
3.22,1,10315.62,Humanities,1977,120,1
2.76,66,10275.93,Humanities,1970,126,1
3.05,1,10293.28,Humanities,1995,121,1
2.44,20,10248.73,Humanities,2010,123,1
2.78,17,10276.23,Humanities,1979,122,1
3.03,46,10302.75,Humanities,1981,120,1
2.97,5,10277.83,Humanities,1970,122,1
3.05,14,10293.91,Humanities,1978,120,2
2.81,31,10267.18,Humanities,1966,122,0
2.24,11,10236.7,Humanities,2003,123,0
2.21,5,10226.12,Humanities,1988,121,2
2.38,44,10254.34,Humanities,1962,120,1
2.55,16,10248.5,Humanities,1987,120,1
2.4,62,10240.48,Humanities,1965,120,0
2.42,35,10236.2,Humanities,1996,120,1
1.94,14,10193.55,Humanities,1996,122,1
3.1,7,10299.72,Humanities,2015,123,0
2.28,1,10214.83,Humanities,1968,121,1
2.49,50,10261.82,Humanities,1986,125,0
1.98,18,10199.58,Humanities,1995,122,2
2.89,44,10293.57,Humanities,2003,121,0
2.51,12,10245.92,Humanities,1992,129,0
2.13,9,10213.27,Humanities,1973,122,1
2.66,0,10264.08,Humanities,2010,123,0
2.56,9,10257.92,Humanities,1991,124,2
2.87,15,10287.02,Humanities,1979,120,0
2.76,12,10266.18,Humanities,1996,121,0
2.18,0,10225.39,Humanities,2009,121,0
1.79,5,10157.81,Humanities,1981,121,2
2.62,1,10258.95,Humanities,1965,121,1
2.98,12,10300.1,Humanities,1969,121,1
2.72,16,10274.4,Humanities,1983,121,1
2.35,8,10252.97,Humanities,1994,129,1
2.84,5,10270.19,Humanities,1966,123,1
2.98,21,10301.21,Humanities,1963,121,2
2.6,33,10266.69,Humanities,1999,121,1
1.69,32,10163.34,Humanities,1973,122,2
2.16,5,10209.37,Humanities,1980,122,1
2.11,37,10232.29,Humanities,2003,121,2
3.01,8,10305.24,Humanities,1975,122,0
2.52,68,10260.77,Humanities,2009,125,2
2.99,10,10294.38,Humanities,1967,123,0
2.15,7,10225.08,Humanities,1978,125,2
2.5,11,10261.17,Humanities,1983,120,0
2.73,4,10262.06,Humanities,1983,127,1
3.42,32,10349.26,Humanities,2002,124,0
2.88,45,10296.02,Humanities,1990,125,1
2.38,13,10242.24,Humanities,1974,123,2
2.01,10,10193.42,Humanities,1981,123,2
1.89,58,10191.67,Humanities,1961,120,6
2.24,9,10209.35,Humanities,1962,121,1
2.55,22,10248.08,Humanities,1998,120,0
2.76,17,10280,Humanities,1988,123,1
2.22,43,10211.09,Humanities,2003,122,0
3.44,18,10343.28,Humanities,1981,127,0
2.73,33,10281.41,Humanities,2000,123,1
1.96,2,10201.36,Humanities,1996,121,2
3.37,8,10341.42,Humanities,2015,120,1
1.82,38,10187.14,Humanities,1983,120,1
2.57,6,10274.31,Humanities,1990,121,1
3.2,3,10316.92,Humanities,2013,120,0
2.45,45,10248.72,Humanities,1995,121,0
2.01,72,10187.22,Humanities,2008,124,0
2.16,24,10220.03,Humanities,2006,123,1
2.51,2,10250.2,Humanities,1982,120,3
2.27,23,10240.51,Humanities,1969,123,1
2.14,14,10216.84,Humanities,1993,124,2
2.02,3,10197.68,Humanities,1962,120,2
2.18,85,10226.11,Humanities,1966,120,0
1.69,50,10144.09,Humanities,2002,128,2
2.35,63,10241.87,Humanities,2002,121,1
1.73,60,10179.56,Humanities,1961,122,0
2.63,28,10269.1,Humanities,2008,122,2
1.87,6,10171.13,Humanities,1974,121,0
3.01,15,10312.63,Humanities,1982,123,1
2.64,1,10268.73,Humanities,1989,121,0
2.77,12,10286.98,Humanities,2013,120,2
2.36,38,10218.16,Humanities,1999,120,2
2.62,18,10272.12,Humanities,1964,123,0
2.89,21,10284.51,Humanities,1965,123,0
3.04,14,10318.23,Humanities,1999,123,2
3.56,8,10368.11,Humanities,2012,122,1
2.89,22,10311.22,Humanities,2005,122,1
2.03,45,10199.6,Humanities,1987,123,3
2.63,2,10268.7,Humanities,2006,122,0
1.97,16,10199.21,Humanities,1995,122,1
2.59,21,10268.19,Humanities,1965,127,1
2.99,0,10315.74,Humanities,2013,120,1
2.03,29,10189.2,Humanities,1981,121,2
2.23,74,10230.35,Humanities,1962,123,2
2.61,16,10255.75,Humanities,2001,121,1
2.72,1,10262.35,Humanities,2000,121,1
1.95,39,10190.94,Humanities,1991,120,0
2.69,4,10278.23,Humanities,1972,120,2
2.64,65,10261.56,Humanities,1964,122,4
2.67,11,10258.87,Humanities,1988,121,0
2.67,18,10260.54,Humanities,1968,128,0
2.11,8,10210.79,Humanities,1998,126,1
2.71,3,10270.7,Humanities,2007,121,0
2.62,1,10267.26,Humanities,1967,121,1
1.73,5,10174.12,Humanities,1972,122,2
1.78,9,10157.76,Humanities,1976,124,1
3.05,20,10298.09,Humanities,1982,125,0
2.17,36,10224.56,Humanities,1974,121,0
2.18,27,10214.38,Humanities,1974,129,0
2.97,20,10300.66,Humanities,1990,122,0
2.81,41,10282.6,Humanities,2002,121,1
2.54,45,10257.2,Humanities,2000,120,2
2.44,2,10254.18,Humanities,1971,121,2
2.2,1,10222.45,Humanities,1974,121,1
2.29,31,10232.02,Humanities,2009,122,0
2.97,16,10281.03,Humanities,1976,129,0
2.83,106,10262.42,Humanities,1967,121,1
2.67,40,10267.59,Humanities,2002,124,0
2.35,12,10230.72,Humanities,1994,121,0
1.74,11,10207.39,Humanities,1980,122,1
2.42,8,10231.47,Humanities,1966,120,0
2.25,83,10229.8,Humanities,1995,120,2
1.85,3,10196.78,Humanities,1964,122,2
3.19,24,10336.04,Humanities,1966,121,1
2.23,18,10209.11,Humanities,1980,122,0
3.1,7,10295.45,Humanities,2002,120,0
3.18,8,10323.75,Humanities,1980,120,0
2.29,70,10216.44,Humanities,1988,122,0
2.36,3,10240.86,Humanities,1975,120,1
3.05,1,10305.49,Humanities,1997,123,1
2.74,9,10280.59,Humanities,1988,123,1
2.1,25,10204.3,Humanities,1995,122,0
2.78,75,10291.96,Humanities,2007,121,1
2.33,37,10235.49,Humanities,2007,120,1
2.26,38,10222.39,Humanities,2015,125,0
1.44,0,10155.33,Humanities,1979,122,1
2.59,15,10262.58,Humanities,1990,120,0
2.83,1,10286.63,Humanities,1989,122,0
1.62,3,10152.24,Humanities,1973,121,3
2.31,69,10217.41,Humanities,1992,121,0
2.61,59,10261.14,Humanities,1978,120,0
2.81,2,10277.84,Humanities,1970,127,1
2.58,7,10256.18,Humanities,1983,123,1
2.73,38,10278.31,Humanities,2004,120,1
2.65,12,10260.93,Humanities,2010,120,3
1.74,38,10180.81,Humanities,2013,121,0
2.02,6,10188.67,Humanities,1962,120,1
2.49,0,10251.59,Humanities,1991,122,0
2.2,1,10229.1,Humanities,1983,120,1
2.97,30,10311.73,Humanities,1979,122,0
2.73,9,10259.73,Humanities,1964,122,4
2.11,15,10205.54,Humanities,1966,123,3
2.96,14,10304.33,Humanities,1962,122,0
3.09,16,10323.26,Humanities,1987,120,2
3.23,16,10353.51,Humanities,1976,121,1
1.97,12,10192.71,Humanities,1966,121,3
0.88,33,10080.74,Humanities,2004,121,1
2.29,13,10232.19,Humanities,1991,122,2
2.29,7,10227.05,Humanities,2008,128,1
2.77,7,10280.38,Humanities,2007,122,3
2.69,25,10263.77,Humanities,1977,128,0
2.41,28,10241.27,Humanities,1985,120,2
2.2,1,10213.2,Humanities,1967,123,1
1.38,14,10145.27,Humanities,1988,123,0
2.82,43,10264.36,Humanities,2005,121,1
2.7,26,10260.1,Humanities,2008,121,1
2.36,15,10227.84,Humanities,2012,120,0
2.01,46,10203.01,Humanities,1986,123,0
2.71,0,10276.54,Humanities,2010,127,0
2.84,14,10295.68,Humanities,2006,121,1
2.24,0,10221.68,Humanities,1976,121,2
2.54,39,10245.38,Humanities,1976,126,1
2.01,20,10213.04,Humanities,1962,122,1
